"id","label","rank","x","y","cost","target"
50348,"Segusio",70,7.011,45.122,0.0,0
50454,"Seleukeia Pieria",90,35.934,36.119,0.0,0
50755,"Selinous",70,23.685,39.140,0.0,0
50507,"Selinus",90,12.825,37.583,0.0,0
50349,"Senia",80,14.917,44.992,0.0,0
50350,"Serdica",90,23.333,42.730,0.0,0
50351,"Servitium",70,17.263,45.134,0.0,0
50594,"Sestus",80,26.417,40.228,0.0,0
50352,"Sicca Veneria",80,8.706,36.176,0.0,0
50353,"Side",90,31.398,36.775,0.0,0
50354,"Siga",80,-1.466,35.257,0.0,0
50590,"Sigeion",70,26.200,40.010,0.0,0
50355,"Singara",90,41.861,36.328,0.0,0
50356,"Singidunum",90,20.469,44.818,0.0,0
50639,"Sinope",90,35.042,42.049,0.0,0
50357,"Sinuessa",80,13.830,41.161,0.0,0
50797,"Siphnos",70,24.667,36.983,0.0,0
50358,"Sipontum",80,15.895,41.606,0.0,0
50359,"Sirmium",90,19.609,44.965,0.0,0
50360,"Sisapo",70,-4.519,38.644,0.0,0
50361,"Siscia",90,16.370,45.482,0.0,0
50362,"Sitifis",90,5.394,36.192,0.0,0
50363,"Smyrna",90,27.141,38.427,0.0,0
50557,"Sounion Pr.",60,24.030,37.650,0.0,0
50364,"Soura",70,38.804,35.906,0.0,0
50365,"Spinis",60,-1.233,51.400,0.0,0
50366,"Spoletium",90,12.737,42.744,0.0,0
50367,"Stobi",80,21.972,41.554,0.0,0
50368,"Sufasar",80,2.507,36.194,0.0,0
50369,"Sufetula",80,9.128,35.257,0.0,0
50370,"Summuntorium",70,10.789,48.639,0.0,0
50372,"Summus Pyreneus (East)",60,-0.728,42.845,0.0,0
50371,"Summus Pyreneus (West)",60,-1.359,43.008,0.0,0
50373,"Syene",80,32.905,24.095,0.0,0
50455,"Syracusae",90,15.295,37.072,0.0,0
50798,"Syros",70,24.920,37.430,0.0,0
50376,"Tabia",80,34.535,39.858,0.0,0
50374,"Tacape",90,10.098,33.882,0.0,0
50547,"Tainaron Pr.",80,22.480,36.390,0.0,0
50375,"Taliata",70,22.148,44.460,0.0,0
50650,"Tanais",80,39.258,47.268,0.0,0
50377,"Tarentum",90,17.239,40.468,0.0,0
50378,"Tarracina",90,13.248,41.290,0.0,0
50379,"Tarraco",100,1.230,41.115,0.0,0
50380,"Tarsus",90,34.901,36.915,0.0,0
50381,"Teanum",80,14.055,41.254,0.0,0
50799,"Telos",70,27.366,36.433,0.0,0
50586,"Tenedos",60,26.051,39.817,0.0,0
50800,"Tenos",70,25.166,37.533,0.0,0
50382,"Terenouthis",70,30.816,30.431,0.0,0
50383,"Tergeste",80,13.771,45.648,0.0,0
50449,"Thabraca",80,8.750,36.953,0.0,0
50491,"Thaenae",80,10.700,34.670,0.0,0
50384,"Thagaste",80,7.983,36.290,0.0,0
50385,"Thamugadi",80,6.472,35.503,0.0,0
50564,"Thasos",80,24.710,40.780,0.0,0
50386,"Thebae",80,23.318,38.321,0.0,0
50150,"Thebai",80,32.652,25.701,0.0,0
50387,"Thelepte",80,8.596,34.986,0.0,0
50388,"Thelseai",60,36.699,33.645,0.0,0
50647,"Themiskyra",70,36.968,41.215,0.0,0
50641,"Theodosia",80,35.379,45.046,0.0,0
50801,"Thera",70,25.433,36.417,0.0,0
50389,"Thessalonica",90,22.966,40.635,0.0,0
50390,"Theveste",80,8.143,35.409,0.0,0
50391,"Thuburnica",80,8.460,36.530,0.0,0
50392,"Tibiscum",80,22.185,45.458,0.0,0
50393,"Tibur",80,12.797,41.963,0.0,0
50395,"Ticinum",70,9.156,45.185,0.0,0
50509,"Tiliaventum (river)",60,13.100,45.640,0.0,0
50396,"Tingi",90,-5.798,35.792,0.0,0
50518,"Titius (river)",60,15.860,43.720,0.0,0
50744,"Toletum",80,-4.024,39.857,0.0,0
50398,"Tolosa",80,1.434,43.616,0.0,0
50399,"Tomis",80,28.643,44.188,0.0,0
50400,"Tralles",80,27.840,37.860,0.0,0
50401,"Trapezus",80,39.718,41.002,0.0,0
50402,"Tridentum",80,11.118,46.066,0.0,0
50719,"Tripolis",90,35.850,34.431,0.0,0
50403,"Troesmis",80,28.195,45.156,0.0,0
50598,"Trogilion Pr.",60,27.020,37.670,0.0,0
50394,"Tubusuctu",80,4.834,36.668,0.0,0
50404,"Tyana",80,34.616,37.828,0.0,0
50620,"Tyras",80,30.351,46.201,0.0,0
50405,"Tyrus",90,35.198,33.277,0.0,0
50472,"Ulpiana",80,21.192,42.598,0.0,0
50125,"Ulpia Traiana Tricensimae",80,6.445,51.668,0.0,0
50406,"Valentia",80,4.889,44.929,0.0,0
50407,"Vappincum",70,6.033,44.546,0.0,0
50408,"Veldidena",60,11.394,47.260,0.0,0
50409,"Venonis",60,-1.299,52.487,0.0,0
50412,"Venta",80,-1.323,51.068,0.0,0
50411,"Venta Icenorum",80,1.287,52.577,0.0,0
50410,"Venusia",80,15.814,40.962,0.0,0
50413,"Vercellae",80,8.416,45.330,0.0,0
50414,"Verona",90,10.994,45.439,0.0,0
50415,"Verulamium",80,-0.356,51.745,0.0,0
50416,"Vesontio",80,6.002,47.224,0.0,0
50417,"Vibo Valentia",80,16.097,38.675,0.0,0
50418,"Vienna",90,4.878,45.524,0.0,0
50419,"Viminacium",80,21.233,44.736,0.0,0
50420,"Vindobona",80,16.373,48.210,0.0,0
50421,"Viroconium",80,-2.649,52.660,0.0,0
50422,"Virovesca",70,-3.324,42.549,0.0,0
50423,"Virunum",90,14.415,46.702,0.0,0
50424,"Vivisco",60,6.840,46.468,0.0,0
50425,"Volsinii",80,11.985,42.644,0.0,0
50426,"Volubilis",80,-5.558,34.085,0.0,0
50434,"Vorgium",70,-3.576,48.296,0.0,0
50751,"x",6,25.860,42.071,0.0,0
50763,"x",6,11.644,46.783,0.0,0
50772,"x",6,9.130,45.024,0.0,0
50746,"x",6,12.161,45.421,0.0,0
50764,"x",6,9.538,45.130,0.0,0
50766,"x",6,36.323,35.825,0.0,0
50767,"x",6,36.344,36.254,0.0,0
50768,"x",6,17.626,47.688,0.0,0
50745,"x",6,-7.681,37.942,0.0,0
50774,"x",6,2.024,46.081,0.0,0
50038,"x",6,36.039,34.534,0.0,0
50721,"x",6,-8.714,39.210,0.0,0
50739,"x",6,30.612,38.330,0.0,0
50737,"x",6,18.488,45.279,0.0,0
50736,"x",6,17.891,45.404,0.0,0
50735,"x",6,22.977,45.584,0.0,0
50733,"x",6,18.365,42.793,0.0,0
50732,"x",6,17.887,43.136,0.0,0
50731,"x",6,19.148,44.288,0.0,0
50730,"x",6,-2.811,52.089,0.0,0
50738,"x",6,15.391,46.360,0.0,0
50727,"x",6,-6.114,38.965,0.0,0
50765,"x",6,10.390,43.805,0.0,0
50752,"x",6,7.882,49.958,0.0,0
50753,"x",6,15.694,44.366,0.0,0
50770,"x",6,28.551,44.409,0.0,0
50754,"x",6,11.625,44.821,0.0,0
50726,"x",6,-8.673,39.219,0.0,0
50773,"x",6,9.561,45.175,0.0,0
50771,"x",6,36.763,35.274,0.0,0
50760,"x",6,36.110,32.625,0.0,0
50769,"x",6,27.960,44.699,0.0,0
50749,"x",6,19.633,42.011,0.0,0
50757,"x",6,23.499,46.021,0.0,0
50748,"x",6,19.023,47.438,0.0,0
50747,"x",6,13.128,46.371,0.0,0
50750,"x",6,19.657,41.078,0.0,0
50441,"Xanthos",80,29.331,36.360,0.0,0
50540,"Zacynthus",70,20.900,37.780,0.0,0
50427,"Zarai",80,5.683,35.799,0.0,0
50428,"Zeugma",80,37.875,37.059,0.0,0
